6	5	10000	15	43	 36
6	5	10000	16	41	 38
6	5	10000	17	40	 39
6	5	10000	18	37	 42
6	5	10000	19	37	 42
6	5	10000	20	37	 42
6	5	10000	21	39	 40
6	5	10000	22	40	 39
6	5	10000	23	40	 39
6	5	10000	24	40	 39
6	6	10000	1	41	 38
6	6	10000	2	42	 37
6	6	10000	3	41	 38
6	6	10000	4	41	 38
6	6	10000	5	39	 40
6	6	10000	6	41	 38
6	6	10000	7	41	 38
6	6	10000	8	42	 37
6	6	10000	9	44	 35
6	6	10000	10	44	 35
6	6	10000	11	44	 35
6	6	10000	12	44	 35
6	6	10000	13	47	 32
6	6	10000	14	43	 36
6	6	10000	15	43	 36
6	6	10000	16	41	 38
6	6	10000	17	41	 38
6	6	10000	18	40	 39
6	6	10000	19	40	 39
6	6	10000	20	40	 39
6	6	10000	21	40	 39
6	6	10000	22	40	 39
6	6	10000	23	40	 39
6	6	10000	24	41	 38
6	7	10000	1	41	 38
6	7	10000	2	42	 37
6	7	10000	3	42	 37
6	7	10000	4	42	 37
6	7	10000	5	42	 37
6	7	10000	6	42	 37
6	7	10000	7	42	 37
6	7	10000	8	42	 37
6	7	10000	9	44	 35
6	7	10000	10	44	 35
6	7	10000	11	44	 35
6	7	10000	12	44	 35
6	7	10000	13	48	 31
6	7	10000	14	43	 36
6	7	10000	15	43	 36
6	7	10000	16	43	 36
6	7	10000	17	41	 38
6	7	10000	18	43	 36
6	7	10000	19	41	 38
6	7	10000	20	40	 39
6	7	10000	21	41	 38
6	7	10000	22	41	 38
6	7	10000	23	40	 39
6	7	10000	24	42	 37
6	8	10000	1	42	 37
6	8	10000	2	43	 36
6	8	10000	3	42	 37
6	8	10000	4	42	 37
6	8	10000	5	43	 36
6	8	10000	6	44	 35
6	8	10000	7	43	 36
6	8	10000	8	43	 36
6	8	10000	9	44	 35
6	8	10000	10	44	 35
6	8	10000	11	44	 35
6	8	10000	12	45	 34
6	8	10000	13	48	 31
6	8	10000	14	44	 35
6	8	10000	15	44	 35
6	8	10000	16	44	 35
6	8	10000	17	44	 35
6	8	10000	18	43	 36
6	8	10000	19	41	 38
6	8	10000	20	42	 37
6	8	10000	21	42	 37
6	8	10000	22	42	 37
6	8	10000	23	42	 37
6	8	10000	24	42	 37
6	9	10000	1	42	 37
6	9	10000	2	43	 36
6	9	10000	3	42	 37
6	9	10000	4	42	 37
6	9	10000	5	43	 36
6	9	10000	6	44	 35
6	9	10000	7	44	 35
6	9	10000	8	44	 35
6	9	10000	9	44	 35
6	9	10000	10	44	 35
6	9	10000	11	44	 35
6	9	10000	12	45	 34
6	9	10000	13	49	 30
6	9	10000	14	44	 35
6	9	10000	15	44	 35
6	9	10000	16	45	 34
6	9	10000	17	44	 35
6	9	10000	18	43	 36
6	9	10000	19	42	 37
6	9	10000	20	42	 37
6	9	10000	21	42	 37
6	9	10000	22	42	 37
6	9	10000	23	42	 37
6	9	10000	24	42	 37
6	10	10000	1	42	 37
6	10	10000	2	43	 36
6	10	10000	3	43	 36
6	10	10000	4	43	 36
6	10	10000	5	43	 36
6	10	10000	6	45	 34
6	10	10000	7	45	 34
6	10	10000	8	45	 34
6	10	10000	9	44	 35
6	10	10000	10	44	 35
6	10	10000	11	44	 35
6	10	10000	12	46	 33
6	10	10000	13	49	 30
6	10	10000	14	45	 34
6	10	10000	15	45	 34
6	10	10000	16	45	 34
6	10	10000	17	45	 34
6	10	10000	18	43	 36
6	10	10000	19	42	 37
6	10	10000	20	42	 37
6	10	10000	21	43	 36
6	10	10000	22	42	 37
6	10	10000	23	42	 37
6	10	10000	24	42	 37
6	5	10000	1	40	 39
6	5	10000	2	39	 40
6	5	10000	3	38	 41
6	5	10000	4	38	 41
6	5	10000	5	38	 41
6	5	10000	6	38	 41
6	5	10000	7	37	 42
6	5	10000	8	37	 42
6	5	10000	9	41	 38
6	5	10000	10	42	 37
6	5	10000	11	42	 37
6	5	10000	12	44	 35
6	5	10000	13	47	 32
6	5	10000	14	43	 36
6	5	10000	15	43	 36
6	5	10000	16	41	 38
6	5	10000	17	40	 39
6	5	10000	18	37	 42
6	5	10000	19	37	 42
6	5	10000	20	37	 42
6	5	10000	21	39	 40
6	5	10000	22	40	 39
6	5	10000	23	40	 39
6	5	10000	24	40	 39
6	5	12000	1	42	 37
6	5	12000	2	41	 38
6	5	12000	3	40	 39
6	5	12000	4	40	 39
6	5	12000	5	40	 39
6	5	12000	6	41	 38
6	5	12000	7	40	 39
6	5	12000	8	40	 39
6	5	12000	9	43	 36
6	5	12000	10	44	 35
6	5	12000	11	44	 35
6	5	12000	12	47	 32
6	5	12000	13	50	 29
6	5	12000	14	46	 33
6	5	12000	15	45	 34
6	5	12000	16	45	 34
6	5	12000	17	42	 37
6	5	12000	18	40	 39
6	5	12000	19	39	 40
6	5	12000	20	39	 40
6	5	12000	21	41	 38
6	5	12000	22	42	 37
6	5	12000	23	42	 37
6	5	12000	24	42	 37
6	5	14000	1	42	 37
6	5	14000	2	41	 38
6	5	14000	3	40	 39
6	5	14000	4	40	 39
6	5	14000	5	40	 39
6	5	14000	6	41	 38
6	5	14000	7	40	 39
6	5	14000	8	40	 39
6	5	14000	9	43	 36
6	5	14000	10	44	 35
6	5	14000	11	44	 35
6	5	14000	12	47	 32
6	5	14000	13	50	 29
6	5	14000	14	46	 33
6	5	14000	15	45	 34
6	5	14000	16	45	 34
6	5	14000	17	42	 37
6	5	14000	18	40	 39
6	5	14000	19	39	 40
6	5	14000	20	39	 40
6	5	14000	21	41	 38
6	5	14000	22	42	 37
6	5	14000	23	42	 37
6	5	14000	24	42	 37
6	5	16000	1	47	 32
6	5	16000	2	46	 33
6	5	16000	3	44	 35
6	5	16000	4	44	 35
6	5	16000	5	44	 35
6	5	16000	6	45	 34
6	5	16000	7	44	 35
6	5	16000	8	44	 35
6	5	16000	9	48	 31
6	5	16000	10	47	 32
6	5	16000	11	47	 32
6	5	16000	12	50	 29
6	5	16000	13	54	 25
6	5	16000	14	49	 30
6	5	16000	15	49	 30
6	5	16000	16	48	 31
6	5	16000	17	46	 33
6	5	16000	18	43	 36
6	5	16000	19	42	 37
6	5	16000	20	42	 37
6	5	16000	21	43	 36
6	5	16000	22	44	 35
6	5	16000	23	44	 35
6	5	16000	24	45	 34
6	5	18000	1	49	 30
6	5	18000	2	48	 31
6	5	18000	3	46	 33
6	5	18000	4	46	 33
6	5	18000	5	46	 33
6	5	18000	6	47	 32
6	5	18000	7	46	 33
6	5	18000	8	46	 33
6	5	18000	9	50	 29
6	5	18000	10	49	 30
6	5	18000	11	49	 30
6	5	18000	12	52	 27
6	5	18000	13	55	 24
6	5	18000	14	51	 28
6	5	18000	15	51	 28
6	5	18000	16	50	 29
6	5	18000	17	48	 31
6	5	18000	18	45	 34
6	5	18000	19	44	 35
6	5	18000	20	44	 35
6	5	18000	21	45	 34
6	5	18000	22	46	 33
6	5	18000	23	47	 32
6	5	18000	24	48	 31
6	5	20000	1	50	 29
6	5	20000	2	49	 30
6	5	20000	3	47	 32
6	5	20000	4	47	 32
6	5	20000	5	48	 31
6	5	20000	6	48	 31
6	5	20000	7	47	 32
6	5	20000	8	48	 31
6	5	20000	9	52	 27
6	5	20000	10	51	 28
6	5	20000	11	51	 28
6	5	20000	12	54	 25
6	5	20000	13	57	 22
6	5	20000	14	53	 26
6	5	20000	15	52	 27
6	5	20000	16	51	 28
6	5	20000	17	50	 29
6	5	20000	18	48	 31
6	5	20000	19	47	 32
6	5	20000	20	47	 32
6	5	20000	21	47	 32
6	5	20000	22	47	 32
6	5	20000	23	48	 31
6	5	20000	24	50	 29
